"violationid","buildingid","registrationid","boroid","boro","housenumber","lowhousenumber","highhousenumber","streetname","streetcode","zip","apartment","story","block","lot","class","inspectiondate","approveddate","originalcertifybydate","originalcorrectbydate","newcertifybydate","newcorrectbydate","certifieddate","ordernumber","novid","novdescription","novissueddate","currentstatusid","currentstatus","currentstatusdate","novtype","violationstatus","rentimpairing","latitude","longitude","communityboard","councildistrict","censustract","bin","bbl","nta"
"10227119","807988","372674","3","BROOKLYN","8","8","8","COLUMBIA PLACE","28390","11201","C77","4","258","17","A","2014-04-30T00:00:00.000","2014-05-01T00:00:00.000","2017-04-23T00:00:00.000","2017-04-09T00:00:00.000",,,"2017-01-24T00:00:00.000","501","5652988","§ 27-2005 ADM CODE PROPERLY REPAIR THE BROKEN OR DEFECTIVE COUNTER BALANCES AT UPPER WINDOW SASH IN THE 2nd ROOM FROM NORTH LOCATED AT APT C77, 4th STORY, 1st APARTMENT FROM SOUTH AT WEST","2017-01-04T00:00:00.000","9","VIOLATION DISMISSED","2017-04-06T00:00:00.000","Reissued","Close","N","40.693415","-73.998475","2","33","7","3341540","3002580017","Brooklyn Heights"
"10227120","807988","372674","3","BROOKLYN","8","8","8","COLUMBIA PLACE","28390","11201","C77","4","258","17","B","2014-04-30T00:00:00.000","2014-05-01T00:00:00.000","2017-02-22T00:00:00.000","2017-02-08T00:00:00.000",,,"2017-01-24T00:00:00.000","508","5652989","§ 27-2005 ADM CODE REPAIR THE BROKEN OR DEFECTIVE PLASTERED SURFACES AND PAINT IN A UNIFORM COLOR CEILING & ALL WALLS IN THE BATHROOM LOCATED AT APT C77, 4th STORY, 1st APARTMENT FROM SOUTH AT WEST","2017-01-04T00:00:00.000","9","VIOLATION DISMISSED","2017-04-06T00:00:00.000","Reissued","Close","N","40.693415","-73.998475","2","33","7","3341540","3002580017","Brooklyn Heights"
"10227125","807988","372674","3","BROOKLYN","8","8","8","COLUMBIA PLACE","28390","11201","C77","4","258","17","B","2014-04-30T00:00:00.000","2014-05-01T00:00:00.000","2014-06-20T00:00:00.000","2014-06-06T00:00:00.000",,,,"583","4831291","§ 27-2026, 2027 HMC: PROPERLY REPAIR THE SOURCE AND ABATE THE EVIDENCE OF A WATER LEAK AT CEILING IN THE BATHROOM LOCATED AT APT C77, 4th STORY, 1st APARTMENT FROM SOUTH AT WEST","2014-05-02T00:00:00.000","19","VIOLATION CLOSED","2016-09-15T00:00:00.000","Original","Close","N","40.693415","-73.998475","2","33","7","3341540","3002580017","Brooklyn Heights"
"10227127","807988","372674","3","BROOKLYN","8","8","8","COLUMBIA PLACE","28390","11201","C77","4","258","17","B","2014-04-30T00:00:00.000","2014-05-01T00:00:00.000","2017-02-22T00:00:00.000","2017-02-08T00:00:00.000",,,"2017-01-24T00:00:00.000","508","5652989","§ 27-2005 ADM CODE REPAIR THE BROKEN OR DEFECTIVE PLASTERED SURFACES AND PAINT IN A UNIFORM COLOR CEILING, EAST & SOUTH WALLS IN THE KITCHEN LOCATED AT APT C77, 4th STORY, 1st APARTMENT FROM SOUTH AT WEST","2017-01-04T00:00:00.000","9","VIOLATION DISMISSED","2017-04-06T00:00:00.000","Reissued","Close","N","40.693415","-73.998475","2","33","7","3341540","3002580017","Brooklyn Heights"
"10227134","807988","372674","3","BROOKLYN","8","8","8","COLUMBIA PLACE","28390","11201","C77","4","258","17","A","2014-04-30T00:00:00.000","2014-05-01T00:00:00.000","2014-08-19T00:00:00.000","2014-08-05T00:00:00.000",,,,"529","4831290","§ 27-2005 ADM CODE REFIT WINDOW IN THE BATHROOM LOCATED AT APT C77, 4th STORY, 1st APARTMENT FROM SOUTH AT WEST","2014-05-02T00:00:00.000","19","VIOLATION CLOSED","2016-09-15T00:00:00.000","Original","Close","N","40.693415","-73.998475","2","33","7","3341540","3002580017","Brooklyn Heights"
"10028916","806561","207113","2","BRONX","16","16","16","EAST 177 STREET","26970","10453","3E","3","2852","14","C","2013-11-06T00:00:00.000","2013-11-07T00:00:00.000","2013-11-21T00:00:00.000","2013-11-16T00:00:00.000",,,,"505","4721665","§ 27-2005 ADM CODE REPLACE WITH NEW THE BROKEN OR DEFECTIVE SPRING BALANCES AT LOWER WINDOW SASH IN THE 6th ROOM FROM NORTH LOCATED AT APT 3E, 3rd STORY, 1st APARTMENT FROM EAST AT SOUTH","2013-11-08T00:00:00.000","9","VIOLATION DISMISSED","2017-01-12T00:00:00.000","Original","Close","N","40.850027","-73.909849","5","14","23301","2092058","2028520014","Mount Hope"
"10230340","203951","327532","3","BROOKLYN","8678","8674","8684","BAY PARKWAY","17330","11214","D1","4","6380","1","A","2014-05-03T00:00:00.000","2014-05-06T00:00:00.000","2014-08-24T00:00:00.000","2014-08-10T00:00:00.000",,,"2015-02-03T00:00:00.000","508","4833710","§ 27-2005 ADM CODE REPAIR THE BROKEN OR DEFECTIVE PLASTERED SURFACES AND PAINT IN A UNIFORM COLOR CEILING IN THE 2nd ROOM FROM NORTH AT EAST LOCATED AT APT D1, 4th STORY, 3rd APARTMENT FROM NORTH AT EAST","2014-05-07T00:00:00.000","22","FIRST NO ACCESS TO RE- INSPECT VIOLATION","2024-11-06T00:00:00.000","Original","Open","N","40.600581","-73.995243","11","47","290","3167050","3063800001","Bensonhurst"
"10028932","806561","207113","2","BRONX","16","16","16","EAST 177 STREET","26970","10453","3E","3","2852","14","A","2013-11-06T00:00:00.000","2013-11-07T00:00:00.000","2014-02-25T00:00:00.000","2014-02-11T00:00:00.000",,,,"506","4721663","§ 27-2005 ADM CODE REPLACE WITH NEW THE MISSING DOOR AT ENTRANCE IN THE 6th ROOM FROM NORTH LOCATED AT APT 3E, 3rd STORY, 1st APARTMENT FROM EAST AT SOUTH","2013-11-08T00:00:00.000","19","VIOLATION CLOSED","2017-01-26T00:00:00.000","Original","Close","N","40.850027","-73.909849","5","14","23301","2092058","2028520014","Mount Hope"
"10337752","66370","211598","2","BRONX","983","983","983","EAST 181 STREET","27090","10460","4A","5","3134","33","B","2014-08-07T00:00:00.000","2014-08-08T00:00:00.000","2014-09-29T00:00:00.000","2014-09-15T00:00:00.000",,,,"507","4891985","§ 27-2005 ADM CODE REPAIR THE ROOF SO THAT IT WILL NOT LEAK OVER CEILING IN THE 2nd ROOM FROM EAST AT SOUTH LOCATED AT APT 4A, 5th STORY, 1st APARTMENT FROM EAST AT SOUTH","2014-08-11T00:00:00.000","19","VIOLATION CLOSED","2015-12-22T00:00:00.000","Original","Close","Y","40.844507","-73.879424","6","15","361","2013277","2031340033","West Farms"
"10563090","3365","106835","1","MANHATTAN","1809","1807","1815","ADAM C POWELL BOULEVARD","10610","10026","4F","4","1820","61","B","2015-02-12T00:00:00.000","2015-02-17T00:00:00.000","2015-04-08T00:00:00.000","2015-03-25T00:00:00.000",,,,"568","5022666","§ 27-2018 ADMIN. CODE: ABATE THE NUISANCE CONSISTING OF ROACHES IN THE ENTIRE APARTMENT LOCATED AT APT 4F, 4th STORY, 2nd APARTMENT FROM WEST AT NORTH","2015-02-18T00:00:00.000","19","VIOLATION CLOSED","2023-01-04T00:00:00.000","Original","Close","N","40.799677","-73.955112","10","9","216","1054938","1018200061","Harlem (South)"
"11737818","563280","419008","4","QUEENS","106-45","106-45","106-45","156 STREET","23740","11433","2F","2","10124","38","B","2017-04-14T00:00:00.000","2017-04-18T00:00:00.000","2017-06-06T00:00:00.000","2017-05-23T00:00:00.000",,,,"568","5730320","§ 27-2018 ADMIN. CODE: ABATE THE NUISANCE CONSISTING OF ROACHES LOCATED AT APT 2F, 2nd STORY, 1st APARTMENT FROM SOUTH AT WEST","2017-04-18T00:00:00.000","19","VIOLATION CLOSED","2022-05-31T00:00:00.000","Original","Close","N","40.696792","-73.798045","12","28","25401","4215746","4101240038","South Jamaica"
"11737844","563280","419008","4","QUEENS","106-45","106-45","106-45","156 STREET","23740","11433",,"1","10124","38","B","2017-04-14T00:00:00.000","2017-04-18T00:00:00.000","2017-06-06T00:00:00.000","2017-05-23T00:00:00.000",,,,"509","5730320","§ 27-2005 ADM CODE PROPERLY SECURE THE LOOSE BANISTER . AT PUBLIC HALL, 1st STORY","2017-04-18T00:00:00.000","19","VIOLATION CLOSED","2022-05-31T00:00:00.000","Original","Close","N","40.696792","-73.798045","12","28","25401","4215746","4101240038","South Jamaica"
"10028938","806561","207113","2","BRONX","16","16","16","EAST 177 STREET","26970","10453","3E","3","2852","14","A","2013-11-06T00:00:00.000","2013-11-07T00:00:00.000","2014-02-25T00:00:00.000","2014-02-11T00:00:00.000",,,,"501","4721663","§ 27-2005 ADM CODE PROPERLY REPAIR THE BROKEN OR DEFECTIVE SINK CABINET IN THE KITCHEN LOCATED AT APT 3E, 3rd STORY, 1st APARTMENT FROM EAST AT SOUTH","2013-11-08T00:00:00.000","19","VIOLATION CLOSED","2017-01-26T00:00:00.000","Original","Close","N","40.850027","-73.909849","5","14","23301","2092058","2028520014","Mount Hope"
"10028944","806561","207113","2","BRONX","16","16","16","EAST 177 STREET","26970","10453","3E","3","2852","14","A","2013-11-06T00:00:00.000","2013-11-07T00:00:00.000","2014-02-25T00:00:00.000","2014-02-11T00:00:00.000",,,,"505","4721663","§ 27-2005 ADM CODE REPLACE WITH NEW THE BROKEN OR DEFECTIVE OVER HEAD CABINET IN THE KITCHEN LOCATED AT APT 3E, 3rd STORY, 1st APARTMENT FROM EAST AT SOUTH","2013-11-08T00:00:00.000","19","VIOLATION CLOSED","2017-01-26T00:00:00.000","Original","Close","N","40.850027","-73.909849","5","14","23301","2092058","2028520014","Mount Hope"
"10026320","78266","210186","2","BRONX","1076","1076","1076","FINDLAY AVENUE","32820","10456","12R","1","2433","54","B","2013-11-02T00:00:00.000","2013-11-07T00:00:00.000","2013-12-27T00:00:00.000","2013-12-13T00:00:00.000",,,,"579","4721219","§ 27-2026 ADM CODE REPAIR THE LEAKY AND/OR DEFECTIVE FAUCETS AT BATHTUB IN THE BATHROOM LOCATED AT APT 12R, 1st STORY, 2nd APARTMENT FROM NORTH AT EAST","2013-11-08T00:00:00.000","19","VIOLATION CLOSED","2014-10-30T00:00:00.000","Original","Close","N","40.829536","-73.914238","4","16","175","2002229","2024330054","Concourse-Concourse Village"
"10026321","78266","210186","2","BRONX","1076","1076","1076","FINDLAY AVENUE","32820","10456","12R","1","2433","54","B","2013-11-02T00:00:00.000","2013-11-07T00:00:00.000","2013-12-27T00:00:00.000","2013-12-13T00:00:00.000",,,,"566","4721219","§ 27-2018 ADM CODE ABATE THE NUISANCE CONSISTING OF VERMIN WATERBUGS IN THE ENTIRE APARTMENT LOCATED AT APT 12R, 1st STORY, 2nd APARTMENT FROM NORTH AT EAST","2013-11-08T00:00:00.000","19","VIOLATION CLOSED","2014-10-30T00:00:00.000","Original","Close","N","40.829536","-73.914238","4","16","175","2002229","2024330054","Concourse-Concourse Village"
"10233954","327611","330419","3","BROOKLYN","113","113","115","LINDEN STREET","56330","11221",,"0","3323","60","B","2014-05-07T00:00:00.000","2014-05-09T00:00:00.000","2014-06-30T00:00:00.000","2014-06-16T00:00:00.000",,,,"526","4836843","§ 27-2005, 2007 ADM CODE REMOVE THE ILLEGAL FASTENING CONSISTING OF A LOCKABLE SLIDEBOLT WITH EYE ON BULKHEAD DOOR TO ROOF AT PUBLIC HALL STAIRS","2014-05-12T00:00:00.000","19","VIOLATION CLOSED","2024-11-04T00:00:00.000","Original","Close","Y","40.693162","-73.919649","4","34","417","3076110","3033230060","Bushwick (East)"
"10234924","69315","216795","2","BRONX","864","864","864","EAST 221 STREET","28260","10467","3F","3","4679","73","B","2014-05-07T00:00:00.000","2014-05-08T00:00:00.000","2014-06-27T00:00:00.000","2014-06-13T00:00:00.000",,,"2014-07-02T00:00:00.000","649","4835253","§ 27-2026 ADM CODE REMOVE ALL OBSTRUCTIONS AND REPAIR ALL DEFECTS IN TUB DRAIN LINE IN THE BATHROOM LOCATED AT APT 3F, 3rd STORY, 1st APARTMENT FROM SOUTH AT WEST , SECTION ''864''","2014-05-09T00:00:00.000","19","VIOLATION CLOSED","2015-09-09T00:00:00.000","Original","Close","Y","40.883448","-73.857232","12","12","396","2058602","2046790073","Williamsbridge-Olinville"
"10234968","69315","216795","2","BRONX","864","864","864","EAST 221 STREET","28260","10467","3F","3","4679","73","C","2014-05-07T00:00:00.000","2014-05-08T00:00:00.000","2014-05-22T00:00:00.000","2014-05-17T00:00:00.000",,,,"742","4835254","§ 27-2070 ADM CODE PROVIDE AN ADEQUATE SUPPLY OF GAS TO THE FIXTURES AT RANGE IN THE ENTIRE APARTMENT LOCATED AT APT 3F, 3rd STORY, 1st APARTMENT FROM SOUTH AT WEST , SECTION ''864''","2014-05-09T00:00:00.000","19","VIOLATION CLOSED","2014-05-28T00:00:00.000","Original","Close","Y","40.883448","-73.857232","12","12","396","2058602","2046790073","Williamsbridge-Olinville"
"10026322","78266","210186","2","BRONX","1076","1076","1076","FINDLAY AVENUE","32820","10456","12R","1","2433","54","B","2013-11-02T00:00:00.000","2013-11-07T00:00:00.000","2013-12-27T00:00:00.000","2013-12-13T00:00:00.000",,,,"501","4721219","§ 27-2005 ADM CODE PROPERLY REPAIR THE BROKEN OR DEFECTIVE ELECTRICAL OUTLET AT NORTH WALL IN THE 2nd ROOM FROM EAST LOCATED AT APT 12R, 1st STORY, 2nd APARTMENT FROM NORTH AT EAST","2013-11-08T00:00:00.000","19","VIOLATION CLOSED","2014-10-30T00:00:00.000","Original","Close","N","40.829536","-73.914238","4","16","175","2002229","2024330054","Concourse-Concourse Village"
"10026323","78266","210186","2","BRONX","1076","1076","1076","FINDLAY AVENUE","32820","10456","12R","1","2433","54","B","2013-11-02T00:00:00.000","2013-11-07T00:00:00.000","2013-12-27T00:00:00.000","2013-12-13T00:00:00.000",,,,"501","4721219","§ 27-2005 ADM CODE PROPERLY REPAIR THE BROKEN OR DEFECTIVE ELECTRICAL OUTLET AT NORTH WALL IN THE 1st ROOM FROM EAST LOCATED AT APT 12R, 1st STORY, 2nd APARTMENT FROM NORTH AT EAST","2013-11-08T00:00:00.000","19","VIOLATION CLOSED","2016-08-02T00:00:00.000","Original","Close","N","40.829536","-73.914238","4","16","175","2002229","2024330054","Concourse-Concourse Village"
"10337753","66370","211598","2","BRONX","983","983","983","EAST 181 STREET","27090","10460","4A","5","3134","33","B","2014-08-07T00:00:00.000","2014-08-08T00:00:00.000","2014-09-29T00:00:00.000","2014-09-15T00:00:00.000",,,,"508","4891985","§ 27-2005 ADM CODE REPAIR THE BROKEN OR DEFECTIVE PLASTERED SURFACES AND PAINT IN A UNIFORM COLOR CEILING IN THE BATHROOM LOCATED AT APT 4A, 5th STORY, 1st APARTMENT FROM EAST AT SOUTH","2014-08-11T00:00:00.000","19","VIOLATION CLOSED","2015-12-22T00:00:00.000","Original","Close","N","40.844507","-73.879424","6","15","361","2013277","2031340033","West Farms"
"10337755","66370","211598","2","BRONX","983","983","983","EAST 181 STREET","27090","10460","4A","5","3134","33","B","2014-08-07T00:00:00.000","2014-08-08T00:00:00.000","2014-09-29T00:00:00.000","2014-09-15T00:00:00.000",,,,"550","4891985","§ 27-2005 HMC:TRACE AND REPAIR THE SOURCE AND ABATE THE NUISANCE CONSISTING OF MOLD ... AT ( APPROX 20 SQ FT ) NORTH WALL, EAST WALL, WEST WALL, CEILING IN THE BATHROOM LOCATED AT APT 4A, 5th STORY, 1st APARTMENT FROM EAST AT SOUTH","2014-08-11T00:00:00.000","19","VIOLATION CLOSED","2015-12-22T00:00:00.000","Original","Close","N","40.844507","-73.879424","6","15","361","2013277","2031340033","West Farms"
"10337760","66370","211598","2","BRONX","983","983","983","EAST 181 STREET","27090","10460","4A","5","3134","33","B","2014-08-07T00:00:00.000","2014-08-08T00:00:00.000","2014-09-29T00:00:00.000","2014-09-15T00:00:00.000",,,,"702","4891985","§ 27-2045 ADM CODE REPAIR OR REPLACE THE SMOKE DETECTOR INOPERATIVE LOCATED AT APT 4A, 5th STORY, 1st APARTMENT FROM EAST AT SOUTH","2014-08-11T00:00:00.000","19","VIOLATION CLOSED","2015-12-22T00:00:00.000","Original","Close","N","40.844507","-73.879424","6","15","361","2013277","2031340033","West Farms"
"10337761","66370","211598","2","BRONX","983","983","983","EAST 181 STREET","27090","10460","4A","5","3134","33","B","2014-08-07T00:00:00.000","2014-08-08T00:00:00.000","2014-09-29T00:00:00.000","2014-09-15T00:00:00.000",,,,"1503","4891985","§ 27-2046.1 HMC: REPAIR OR REPLACE THE CARBON MONOXIDE DETECTING DEVICE(S). INOPERATIVE LOCATED AT APT 4A, 5th STORY, 1st APARTMENT FROM EAST AT SOUTH","2014-08-11T00:00:00.000","19","VIOLATION CLOSED","2015-12-22T00:00:00.000","Original","Close","N","40.844507","-73.879424","6","15","361","2013277","2031340033","West Farms"
"10026324","78266","210186","2","BRONX","1076","1076","1076","FINDLAY AVENUE","32820","10456","12R","1","2433","54","B","2013-11-02T00:00:00.000","2013-11-07T00:00:00.000","2013-12-27T00:00:00.000","2013-12-13T00:00:00.000",,,,"649","4721219","§ 27-2026 ADM CODE REMOVE ALL OBSTRUCTIONS AND REPAIR ALL DEFECTS IN THE WATELINE AT BATHTUB IN THE BATHROOM LOCATED AT APT 12R, 1st STORY, 2nd APARTMENT FROM NORTH AT EAST","2013-11-08T00:00:00.000","19","VIOLATION CLOSED","2014-10-30T00:00:00.000","Original","Close","Y","40.829536","-73.914238","4","16","175","2002229","2024330054","Concourse-Concourse Village"
"10026325","78266","210186","2","BRONX","1076","1076","1076","FINDLAY AVENUE","32820","10456","12R","1","2433","54","B","2013-11-02T00:00:00.000","2013-11-07T00:00:00.000","2013-12-27T00:00:00.000","2013-12-13T00:00:00.000",,,,"598","4721219","§ 27-2026 ADM CODE REPAIR THE BROKEN OR DEFECTIVE CONNECTION WASTELINE AT SINK IN THE KITCHEN LOCATED AT APT 12R, 1st STORY, 2nd APARTMENT FROM NORTH AT EAST","2013-11-08T00:00:00.000","19","VIOLATION CLOSED","2014-10-30T00:00:00.000","Original","Close","N","40.829536","-73.914238","4","16","175","2002229","2024330054","Concourse-Concourse Village"
"10134680","390623","309028","3","BROOKLYN","1710","1710","1710","WEST 4 STREET","90680","11223","C4","3","6652","10","B","2014-02-12T00:00:00.000","2014-02-14T00:00:00.000","2014-04-08T00:00:00.000","2014-03-25T00:00:00.000",,,,"506","4781745","§ 27-2005 ADM CODE REPLACE WITH NEW THE MISSING ELECTRIC OUTLET COVER AT NORTH WALL IN THE KITCHEN LOCATED AT APT C4, 3rd STORY, 1st APARTMENT FROM EAST AT SOUTH","2014-02-18T00:00:00.000","19","VIOLATION CLOSED","2015-01-14T00:00:00.000","Original","Close","N","40.605774","-73.977304","11","44","424","3176903","3066520010","Gravesend (West)"
"10035589","806561","207113","2","BRONX","16","16","16","EAST 177 STREET","26970","10453","4E","4","2852","14","B","2013-11-13T00:00:00.000","2013-11-17T00:00:00.000","2014-01-06T00:00:00.000","2013-12-23T00:00:00.000",,,,"501","4726845","§ 27-2005 ADM CODE PROPERLY REPAIR THE BROKEN OR DEFECTIVE COUNTER BALANCE LOWER SASH AT WINDOW IN THE 1st ROOM FROM NORTH LOCATED AT APT 4E, 4th STORY, 1st APARTMENT FROM EAST AT SOUTH","2013-11-18T00:00:00.000","19","VIOLATION CLOSED","2017-01-01T00:00:00.000","Original","Close","N","40.850027","-73.909849","5","14","23301","2092058","2028520014","Mount Hope"
"10037547","806561","207113","2","BRONX","16","16","16","EAST 177 STREET","26970","10453","3E","3","2852","14","A","2013-11-15T00:00:00.000","2013-11-15T00:00:00.000","2014-03-07T00:00:00.000","2014-02-21T00:00:00.000",,,,"506","4726433","§ 27-2005 ADM CODE REPLACE WITH NEW THE MISSING BEDROOM DOOR IN THE 1st ROOM FROM EAST AT NORTH LOCATED AT APT 3E, 3rd STORY","2013-11-18T00:00:00.000","19","VIOLATION CLOSED","2017-01-26T00:00:00.000","Original","Close","N","40.850027","-73.909849","5","14","23301","2092058","2028520014","Mount Hope"
"10037549","806561","207113","2","BRONX","16","16","16","EAST 177 STREET","26970","10453","3E","3","2852","14","A","2013-11-15T00:00:00.000","2013-11-15T00:00:00.000","2014-03-07T00:00:00.000","2014-02-21T00:00:00.000",,,,"556","4726433","§ 27-2013 ADM CODE PAINT WITH LIGHT COLORED PAINT TO THE SATISFACTION OF THIS DEPARTMENT WALLS IN THE 2nd ROOM FROM EAST AT CENTER LOCATED AT APT 3E, 3rd STORY, 1st APARTMENT FROM NORTH AT EAST","2013-11-18T00:00:00.000","19","VIOLATION CLOSED","2017-01-26T00:00:00.000","Original","Close","N","40.850027","-73.909849","5","14","23301","2092058","2028520014","Mount Hope"
"10037692","145453","314865","3","BROOKLYN","8714","8714","8714","21 AVENUE","7230","11214","C9","3","6411","48","B","2013-11-15T00:00:00.000","2013-11-15T00:00:00.000","2014-01-06T00:00:00.000","2013-12-23T00:00:00.000",,,,"505","4726215","§ 27-2005 ADM CODE REPLACE WITH NEW THE BROKEN OR DEFECTIVE AIR VENT AT RADIATOR IN THE 3rd ROOM FROM EAST LOCATED AT APT C9, 3rd STORY, 3rd APARTMENT FROM SOUTH AT WEST","2013-11-18T00:00:00.000","19","VIOLATION CLOSED","2014-06-19T00:00:00.000","Original","Close","N","40.600943","-73.998498","11","43","286","3167929","3064110048","Bath Beach"
"10026326","78266","210186","2","BRONX","1076","1076","1076","FINDLAY AVENUE","32820","10456","12R","1","2433","54","C","2013-11-02T00:00:00.000","2013-11-08T00:00:00.000","2013-11-25T00:00:00.000","2013-11-20T00:00:00.000",,,,"595","4722045","§ 27-2026 ADM CODE REMOVE ALL OBSTRUCTIONS FROM WATER CLOSET .. IN THE BATHROOM LOCATED AT APT 12R, 1st STORY, 2nd APARTMENT FROM NORTH AT EAST","2013-11-12T00:00:00.000","19","VIOLATION CLOSED","2014-10-30T00:00:00.000","Original","Close","Y","40.829536","-73.914238","4","16","175","2002229","2024330054","Concourse-Concourse Village"
"10026327","78266","210186","2","BRONX","1076","1076","1076","FINDLAY AVENUE","32820","10456","12R","1","2433","54","B","2013-11-02T00:00:00.000","2013-11-07T00:00:00.000","2013-12-27T00:00:00.000","2013-12-13T00:00:00.000",,,,"505","4721219","§ 27-2005 ADM CODE REPLACE WITH NEW THE BROKEN OR DEFECTIVE NORTH CERAMIC TILE WALL IN THE BATHROOM LOCATED AT APT 12R, 1st STORY, 2nd APARTMENT FROM NORTH AT EAST","2013-11-08T00:00:00.000","19","VIOLATION CLOSED","2014-10-30T00:00:00.000","Original","Close","N","40.829536","-73.914238","4","16","175","2002229","2024330054","Concourse-Concourse Village"
"10026328","78266","210186","2","BRONX","1076","1076","1076","FINDLAY AVENUE","32820","10456","12R","1","2433","54","B","2013-11-02T00:00:00.000","2013-11-07T00:00:00.000","2013-12-27T00:00:00.000","2013-12-13T00:00:00.000",,,,"501","4721219","§ 27-2005 ADM CODE PROPERLY REPAIR THE BROKEN OR DEFECTIVE LIGHT FIXTURE AT SOUTH WALL IN THE 1st PRIVATE HALLWAY FROM EAST LOCATED AT APT 12R, 1st STORY, 2nd APARTMENT FROM NORTH AT EAST","2013-11-08T00:00:00.000","19","VIOLATION CLOSED","2014-10-30T00:00:00.000","Original","Close","N","40.829536","-73.914238","4","16","175","2002229","2024330054","Concourse-Concourse Village"
"10116838","362705","819150","3","BROOKLYN","62","62","62","ROCKAWAY AVENUE","73470","11233","2","2","1521","42","C","2014-01-30T00:00:00.000","2014-01-31T00:00:00.000","2014-02-16T00:00:00.000","2014-02-11T00:00:00.000",,,,"878","4771643","§ 27-2026 ADMIN. CODE: REPAIR THE LEAKY AND/OR DEFECTIVE WATER SUPPLY PIPE AT SINK IN THE KITCHEN LOCATED AT APT 2, 2nd STORY","2014-02-03T00:00:00.000","19","VIOLATION CLOSED","2023-08-01T00:00:00.000","Original","Close","N","40.681499","-73.911486","16","41","371","3041336","3015210042","Ocean Hill"
"10052470","807750","373043","3","BROOKLYN","1700","1700","1700","BEDFORD AVENUE","18630","11225","11B","11","1302","1","C","2013-12-02T00:00:00.000","2013-12-03T00:00:00.000","2013-12-17T00:00:00.000","2013-12-12T00:00:00.000",,,,"583","4735757","§ 27-2026, 2027 HMC: PROPERLY REPAIR THE SOURCE AND ABATE THE EVIDENCE OF A WATER LEAK CEILING IN THE BATHROOM LOCATED AT APT 11B, 11th STORY","2013-12-04T00:00:00.000","19","VIOLATION CLOSED","2014-01-02T00:00:00.000","Original","Close","N","40.665166","-73.957073","9","35","325","3388702","3013020001","Crown Heights (South)"
"10193909","218643","332915","3","BROOKLYN","324","324","324","CENTRAL AVENUE","25330","11221","3A","3","3305","42","B","2014-04-01T00:00:00.000","2014-04-03T00:00:00.000","2014-05-23T00:00:00.000","2014-05-09T00:00:00.000",,,,"689","4813665","§ 27-2005, 2006, 2037 HMC: PROPERLY REPAIR AND ABATE UNSAFE ELECTRIC WIRING CONDITION CONSISTING OF EXPOSED ELECTRICAL WIRES HANGING IN THE BATHROOM LOCATED AT APT 3A, 3rd STORY, 2nd APARTMENT FROM EAST AT SOUTH","2014-04-04T00:00:00.000","19","VIOLATION CLOSED","2024-11-29T00:00:00.000","Original","Close","N","40.695476","-73.920595","4","37","419","3075624","3033050042","Bushwick (East)"
"10189227","115647","210607","2","BRONX","1505","1501","1505","TOWNSEND AVENUE","69320","10452","5E","5","2846","74","B","2014-03-28T00:00:00.000","2014-03-31T00:00:00.000","2014-05-20T00:00:00.000","2014-05-06T00:00:00.000",,,"2014-04-23T00:00:00.000","1503","4811113","§ 27-2046.1 HMC: REPAIR OR REPLACE THE CARBON MONOXIDE DETECTING DEVICE(S). INOPERATIVE LOCATED AT APT 5E, 5th STORY, 1st APARTMENT FROM NORTH AT EAST","2014-04-01T00:00:00.000","19","VIOLATION CLOSED","2014-05-14T00:00:00.000","Original","Close","N","40.842340","-73.915038","4","14","209","2008144","2028460074","Mount Eden-Claremont (West)"
"10143667","85990","216819","2","BRONX","3632","3632","3632","HOLLAND AVENUE","40320","10467","1","1","4662","36","B","2014-02-19T00:00:00.000","2014-02-21T00:00:00.000","2014-04-14T00:00:00.000","2014-03-31T00:00:00.000",,,,"505","4786152","§ 27-2005 ADM CODE REPLACE WITH NEW THE BROKEN OR DEFECTIVE GLASS PANE AT LOWER SASH WINDOW IN THE 2nd ROOM FROM EAST LOCATED AT APT 1, 1st STORY","2014-02-24T00:00:00.000","19","VIOLATION CLOSED","2016-10-14T00:00:00.000","Original","Close","N","40.879602","-73.863514","12","12","380","2057856","2046620036","Williamsbridge-Olinville"
"10668765","811186","421091","4","QUEENS","120","120","120","BEACH 19 STREET","30190","11691","25K","25","15638","1","B","2015-04-09T00:00:00.000","2015-04-10T00:00:00.000","2015-06-01T00:00:00.000","2015-05-18T00:00:00.000",,,"2015-04-13T00:00:00.000","702","5096723","§ 27-2045 ADM CODE REPAIR OR REPLACE THE SMOKE DETECTOR INOPERABLE LOCATED AT APT 25K, 25th STORY, 2nd APARTMENT FROM SOUTH AT WEST","2015-04-13T00:00:00.000","19","VIOLATION CLOSED","2015-04-16T00:00:00.000","Original","Close","N","40.593572","-73.753179","14","31","101004","4436179","4156380001","Far Rockaway-Bayswater"
